token,frequency,total,idf
maintaining,3,37,2.512305623976115
matched,3,37,2.512305623976115
revised,3,37,2.512305623976115
seriously,3,37,2.512305623976115
investigation,3,37,2.512305623976115
wrong,3,37,2.512305623976115
massive,3,37,2.512305623976115
routes,3,37,2.512305623976115
san,3,37,2.512305623976115
allen,3,37,2.512305623976115
sat,3,37,2.512305623976115
warriors,3,37,2.512305623976115
winters,3,37,2.512305623976115
bolsheviks,3,37,2.512305623976115
sale,3,37,2.512305623976115
madison,3,37,2.512305623976115
equipped,3,37,2.512305623976115
guarded,3,37,2.512305623976115
prime,3,37,2.512305623976115
settings,3,37,2.512305623976115
enjoys,3,37,2.512305623976115
spare,3,37,2.512305623976115
undermine,3,37,2.512305623976115
semitic,3,37,2.512305623976115
homosexuality,3,37,2.512305623976115
crew,3,37,2.512305623976115
epistemology,3,37,2.512305623976115
combines,3,37,2.512305623976115
practised,3,37,2.512305623976115
newspaper,3,37,2.512305623976115
canon,3,37,2.512305623976115
fame,3,37,2.512305623976115
breakdown,3,37,2.512305623976115
visually,3,37,2.512305623976115
sickness,3,37,2.512305623976115
trains,3,37,2.512305623976115
gdp,3,37,2.512305623976115
instrument,3,37,2.512305623976115
prominently,3,37,2.512305623976115
actors,3,37,2.512305623976115
biographer,3,37,2.512305623976115
racial,3,37,2.512305623976115
dimensions,3,37,2.512305623976115
favorite,3,37,2.512305623976115
bond,3,37,2.512305623976115
burning,3,37,2.512305623976115
1850s,3,37,2.512305623976115
politically,3,37,2.512305623976115
am,3,37,2.512305623976115
al,3,37,2.512305623976115
lifestyle,3,37,2.512305623976115
terra,3,37,2.512305623976115
oracle,3,37,2.512305623976115
welfare,3,37,2.512305623976115
hunting,3,37,2.512305623976115
smile,3,37,2.512305623976115
interpreting,3,37,2.512305623976115
linguists,3,37,2.512305623976115
colonists,3,37,2.512305623976115
aeschylus,3,37,2.512305623976115
substances,3,37,2.512305623976115
delphic,3,37,2.512305623976115
keeping,3,37,2.512305623976115
beautiful,3,37,2.512305623976115
hugo,3,37,2.512305623976115
imagery,3,37,2.512305623976115
replied,3,37,2.512305623976115
mexican,3,37,2.512305623976115
attitude,3,37,2.512305623976115
scott,3,37,2.512305623976115
signs,3,37,2.512305623976115
termed,3,37,2.512305623976115
bypass,3,37,2.512305623976115
isaac,3,37,2.512305623976115
colleague,3,37,2.512305623976115
assemblies,3,37,2.512305623976115
denoted,3,37,2.512305623976115
1920s,3,37,2.512305623976115
rises,3,37,2.512305623976115
owners,3,37,2.512305623976115
reared,3,37,2.512305623976115
excluding,3,37,2.512305623976115
statue,3,37,2.512305623976115
thereafter,3,37,2.512305623976115
heads,3,37,2.512305623976115
guest,3,37,2.512305623976115
immediate,3,37,2.512305623976115
observatory,3,37,2.512305623976115
ambitious,3,37,2.512305623976115
sell,3,37,2.512305623976115
attacking,3,37,2.512305623976115
session,3,37,2.512305623976115
progressive,3,37,2.512305623976115
hits,3,37,2.512305623976115
banking,3,37,2.512305623976115
approaching,3,37,2.512305623976115
instituted,3,37,2.512305623976115
releasing,3,37,2.512305623976115
copper,3,37,2.512305623976115
northeastern,3,37,2.512305623976115
agents,3,37,2.512305623976115
monthly,3,37,2.512305623976115
initiation,3,37,2.512305623976115
champion,3,37,2.512305623976115
representative,3,37,2.512305623976115
judicial,3,37,2.512305623976115
budget,3,37,2.512305623976115
error,3,37,2.512305623976115
robin,3,37,2.512305623976115
von,3,37,2.512305623976115
36,3,37,2.512305623976115
chase,3,37,2.512305623976115
necessity,3,37,2.512305623976115
homeland,3,37,2.512305623976115
relevance,3,37,2.512305623976115
input,3,37,2.512305623976115
emergency,3,37,2.512305623976115
couple,3,37,2.512305623976115
emergence,3,37,2.512305623976115
facets,3,37,2.512305623976115
consensus,3,37,2.512305623976115
tribes,3,37,2.512305623976115
measurements,3,37,2.512305623976115
benefit,3,37,2.512305623976115
assisted,3,37,2.512305623976115
nowhere,3,37,2.512305623976115
reverence,3,37,2.512305623976115
appropriate,3,37,2.512305623976115
madrid,3,37,2.512305623976115
considerably,3,37,2.512305623976115
jewish,3,37,2.512305623976115
reconcile,3,37,2.512305623976115
presided,3,37,2.512305623976115
nationalism,3,37,2.512305623976115
intact,3,37,2.512305623976115
trait,3,37,2.512305623976115
essay,3,37,2.512305623976115
citing,3,37,2.512305623976115
resources,3,37,2.512305623976115
torture,3,37,2.512305623976115
experiencing,3,37,2.512305623976115
marry,3,37,2.512305623976115
eve,3,37,2.512305623976115
mediterranean,3,37,2.512305623976115
sphere,3,37,2.512305623976115
odd,3,37,2.512305623976115
index,3,37,2.512305623976115
bird,3,37,2.512305623976115
proliferation,3,37,2.512305623976115
gathered,3,37,2.512305623976115
poverty,3,37,2.512305623976115
engage,3,37,2.512305623976115
1932,3,37,2.512305623976115
residents,3,37,2.512305623976115
1934,3,37,2.512305623976115
sharply,3,37,2.512305623976115
integrating,3,37,2.512305623976115
publications,3,37,2.512305623976115
intellectuals,3,37,2.512305623976115
degrees,3,37,2.512305623976115
physicians,3,37,2.512305623976115
snake,3,37,2.512305623976115
legendary,3,37,2.512305623976115
rotation,3,37,2.512305623976115
transparent,3,37,2.512305623976115
presidential,3,37,2.512305623976115
reconstruction,3,37,2.512305623976115
undertaking,3,37,2.512305623976115
persia,3,37,2.512305623976115
accompanied,3,37,2.512305623976115
frequency,3,37,2.512305623976115
static,3,37,2.512305623976115
thirteen,3,37,2.512305623976115
stimulate,3,37,2.512305623976115
owned,3,37,2.512305623976115
vigorous,3,37,2.512305623976115
elite,3,37,2.512305623976115
steel,3,37,2.512305623976115
inscriptions,3,37,2.512305623976115
wet,3,37,2.512305623976115
reproduction,3,37,2.512305623976115
false,3,37,2.512305623976115
partnership,3,37,2.512305623976115
medal,3,37,2.512305623976115
stronger,3,37,2.512305623976115
wounded,3,37,2.512305623976115
centralized,3,37,2.512305623976115
entities,3,37,2.512305623976115
"8,000",3,37,2.512305623976115
hope,3,37,2.512305623976115
comprising,3,37,2.512305623976115
ohio,3,37,2.512305623976115
nuclear,3,37,2.512305623976115
partisan,3,37,2.512305623976115
drug,3,37,2.512305623976115
snowfall,3,37,2.512305623976115
undergraduate,3,37,2.512305623976115
homosexual,3,37,2.512305623976115
graphics,3,37,2.512305623976115
atlanta,3,37,2.512305623976115
vi,3,37,2.512305623976115
terrorist,3,37,2.512305623976115
popularized,3,37,2.512305623976115
incorrect,3,37,2.512305623976115
ball,3,37,2.512305623976115
drink,3,37,2.512305623976115
v.,3,37,2.512305623976115
adherents,3,37,2.512305623976115
identity,3,37,2.512305623976115
acknowledgement,3,37,2.512305623976115
colour,3,37,2.512305623976115
web,3,37,2.512305623976115
residential,3,37,2.512305623976115
combine,3,37,2.512305623976115
famously,3,37,2.512305623976115
archeological,3,37,2.512305623976115
amendment,3,37,2.512305623976115
underwent,3,37,2.512305623976115
ballot,3,37,2.512305623976115
literally,3,37,2.512305623976115
biology,3,37,2.512305623976115
schedule,3,37,2.512305623976115
invertebrates,3,37,2.512305623976115
pressure,3,37,2.512305623976115
referendum,3,37,2.512305623976115
naturally,3,37,2.512305623976115
rooted,3,37,2.512305623976115
basin,3,37,2.512305623976115
bearing,3,37,2.512305623976115
irish,3,37,2.512305623976115
trials,3,37,2.512305623976115
scholarly,3,37,2.512305623976115
oppression,3,37,2.512305623976115
chance,3,37,2.512305623976115
ideals,3,37,2.512305623976115
desirable,3,37,2.512305623976115
horn,3,37,2.512305623976115
secure,3,37,2.512305623976115
allies,3,37,2.512305623976115
refusing,3,37,2.512305623976115
woman,3,37,2.512305623976115
interview,3,37,2.512305623976115
lao,3,37,2.512305623976115
memorial,3,37,2.512305623976115
meaningful,3,37,2.512305623976115
worst,3,37,2.512305623976115
consent,3,37,2.512305623976115
"50,000",3,37,2.512305623976115
safe,3,37,2.512305623976115
sack,3,37,2.512305623976115
altogether,3,37,2.512305623976115
entitled,3,37,2.512305623976115
schemes,3,37,2.512305623976115
evolve,3,37,2.512305623976115
crimes,3,37,2.512305623976115
daniel,3,37,2.512305623976115
ownership,3,37,2.512305623976115
electronic,3,37,2.512305623976115
corresponded,3,37,2.512305623976115
strength,3,37,2.512305623976115
explanation,3,37,2.512305623976115
anatomy,3,37,2.512305623976115
voting,3,37,2.512305623976115
reserve,3,37,2.512305623976115
adequate,3,37,2.512305623976115
cooperation,3,37,2.512305623976115
psychologists,3,37,2.512305623976115
ill,3,37,2.512305623976115
assassination,3,37,2.512305623976115
concerning,3,37,2.512305623976115
sheltered,3,37,2.512305623976115
faiths,3,37,2.512305623976115
blamed,3,37,2.512305623976115
1978,3,37,2.512305623976115
1970,3,37,2.512305623976115
thanks,3,37,2.512305623976115
hills,3,37,2.512305623976115
expelled,3,37,2.512305623976115
arab,3,37,2.512305623976115
sends,3,37,2.512305623976115
1902,3,37,2.512305623976115
trophy,3,37,2.512305623976115
accepts,3,37,2.512305623976115
prisoners,3,37,2.512305623976115
attorney,3,37,2.512305623976115
rendering,3,37,2.512305623976115
clinical,3,37,2.512305623976115
editions,3,37,2.512305623976115
high-quality,3,37,2.512305623976115
reproductive,3,37,2.512305623976115
maximum,3,37,2.512305623976115
promises,3,37,2.512305623976115
flat,3,37,2.512305623976115
promised,3,37,2.512305623976115
convincing,3,37,2.512305623976115
loyal,3,37,2.512305623976115
reception,3,37,2.512305623976115
precedent,3,37,2.512305623976115
broke,3,37,2.512305623976115
switched,3,37,2.512305623976115
permanently,3,37,2.512305623976115
debates,3,37,2.512305623976115
turns,3,37,2.512305623976115
regained,3,37,2.512305623976115
discover,3,37,2.512305623976115
thinker,3,37,2.512305623976115
genes,3,37,2.512305623976115
extra,3,37,2.512305623976115
rarely,3,37,2.512305623976115
jan,3,37,2.512305623976115
rainfall,3,37,2.512305623976115
envelope,3,37,2.512305623976115
ibn,3,37,2.512305623976115
defeats,3,37,2.512305623976115
cap,3,37,2.512305623976115
productive,3,37,2.512305623976115
remember,3,37,2.512305623976115
accelerated,3,37,2.512305623976115
displayed,3,37,2.512305623976115
1830,3,37,2.512305623976115
non,3,37,2.512305623976115
"100,000",3,37,2.512305623976115
discuss,3,37,2.512305623976115
opened,3,37,2.512305623976115
cars,3,37,2.512305623976115
benefited,3,37,2.512305623976115
message,3,37,2.512305623976115
sheep,3,37,2.512305623976115
caught,3,37,2.512305623976115
happy,3,37,2.512305623976115
anger,3,37,2.512305623976115
destiny,3,37,2.512305623976115
retains,3,37,2.512305623976115
ratio,3,37,2.512305623976115
invisible,3,37,2.512305623976115
manuscripts,3,37,2.512305623976115
committed,3,37,2.512305623976115
namely,3,37,2.512305623976115
nathaniel,3,37,2.512305623976115
self-interest,3,37,2.512305623976115
nile,3,37,2.512305623976115
save,3,37,2.512305623976115
rebuild,3,37,2.512305623976115
informed,3,37,2.512305623976115
tropical,3,37,2.512305623976115
restrictions,3,37,2.512305623976115
stems,3,37,2.512305623976115
floating,3,37,2.512305623976115
handled,3,37,2.512305623976115
angered,3,37,2.512305623976115
streams,3,37,2.512305623976115
investigated,3,37,2.512305623976115
fruit,3,37,2.512305623976115
conquered,3,37,2.512305623976115
complained,3,37,2.512305623976115
theater,3,37,2.512305623976115
congressmen,3,37,2.512305623976115
livestock,3,37,2.512305623976115
armour,3,37,2.512305623976115
ruler,3,37,2.512305623976115
fortune,3,37,2.512305623976115
endorsed,3,37,2.512305623976115
ceremonial,3,37,2.512305623976115
twelve,3,37,2.512305623976115
1850,3,37,2.512305623976115
1931,3,37,2.512305623976115
1936,3,37,2.512305623976115
intent,3,37,2.512305623976115
delayed,3,37,2.512305623976115
two-thirds,3,37,2.512305623976115
punic,3,37,2.512305623976115
tones,3,37,2.512305623976115
moves,3,37,2.512305623976115
administered,3,37,2.512305623976115
forcing,3,37,2.512305623976115
chords,3,37,2.512305623976115
pointing,3,37,2.512305623976115
elias,3,37,2.512305623976115
divisions,3,37,2.512305623976115
louis,3,37,2.512305623976115
witnessed,3,37,2.512305623976115
emotions,3,37,2.512305623976115
edited,3,37,2.512305623976115
tracks,3,37,2.512305623976115
depend,3,37,2.512305623976115
losses,3,37,2.512305623976115
conventional,3,37,2.512305623976115
reptiles,3,37,2.512305623976115
jr.,3,37,2.512305623976115
instrumental,3,37,2.512305623976115
spontaneous,3,37,2.512305623976115
pushed,3,37,2.512305623976115
partner,3,37,2.512305623976115
f.,3,37,2.512305623976115
ratified,3,37,2.512305623976115
recording,3,37,2.512305623976115
romance,3,37,2.512305623976115
territorial,3,37,2.512305623976115
linking,3,37,2.512305623976115
imprisoned,3,37,2.512305623976115
stopped,3,37,2.512305623976115
thirteenth,3,37,2.512305623976115
todd,3,37,2.512305623976115
absurdity,3,37,2.512305623976115
heroic,3,37,2.512305623976115
elder,3,37,2.512305623976115
1875,3,37,2.512305623976115
1871,3,37,2.512305623976115
expand,3,37,2.512305623976115
jordan,3,37,2.512305623976115
norms,3,37,2.512305623976115
1910,3,37,2.512305623976115
1914,3,37,2.512305623976115
performers,3,37,2.512305623976115
organs,3,37,2.512305623976115
kay,3,37,2.512305623976115
axes,3,37,2.512305623976115
1911,3,37,2.512305623976115
completion,3,37,2.512305623976115
competing,3,37,2.512305623976115
left-wing,3,37,2.512305623976115
sacrifices,3,37,2.512305623976115
maurice,3,37,2.512305623976115
descriptions,3,37,2.512305623976115
minorities,3,37,2.512305623976115
experimental,3,37,2.512305623976115
whatever,3,37,2.512305623976115
collected,3,37,2.512305623976115
walter,3,37,2.512305623976115
animated,3,37,2.512305623976115
loop,3,37,2.512305623976115
ready,3,37,2.512305623976115
communal,3,37,2.512305623976115
grand,3,37,2.512305623976115
armand,3,37,2.512305623976115
theology,3,37,2.512305623976115
consistency,3,37,2.512305623976115
ambassador,3,37,2.512305623976115
cave,3,37,2.512305623976115
collectivism,3,37,2.512305623976115
informal,3,37,2.512305623976115
signal,3,37,2.512305623976115
terminology,3,37,2.512305623976115
fathers,3,37,2.512305623976115
competitions,3,37,2.512305623976115
minimal,3,37,2.512305623976115
processing,3,37,2.512305623976115
lakes,3,37,2.512305623976115
counties,3,37,2.512305623976115
dissatisfaction,3,37,2.512305623976115
statistics,3,37,2.512305623976115
78,3,37,2.512305623976115
registered,3,37,2.512305623976115
properly,3,37,2.512305623976115
ceremonies,3,37,2.512305623976115
practically,3,37,2.512305623976115
stones,3,37,2.512305623976115
farms,3,37,2.512305623976115
enslaved,3,37,2.512305623976115
g.,3,37,2.512305623976115
paintings,3,37,2.512305623976115
evoked,3,37,2.512305623976115
stance,3,37,2.512305623976115
salvation,3,37,2.512305623976115
examining,3,37,2.512305623976115
transformations,3,37,2.512305623976115
juries,3,37,2.512305623976115
reflects,3,37,2.512305623976115
bureaucracy,3,37,2.512305623976115
tennis,3,37,2.512305623976115
averaged,3,37,2.512305623976115
sentiments,3,37,2.512305623976115
spelling,3,37,2.512305623976115
advocated,3,37,2.512305623976115
astronomical,3,37,2.512305623976115
outer,3,37,2.512305623976115
asa,3,37,2.512305623976115
popularly,3,37,2.512305623976115
pure,3,37,2.512305623976115
literacy,3,37,2.512305623976115
measure,3,37,2.512305623976115
secretly,3,37,2.512305623976115
activist,3,37,2.512305623976115
thriving,3,37,2.512305623976115
conservatives,3,37,2.512305623976115
geometry,3,37,2.512305623976115
florida,3,37,2.512305623976115
counterpart,3,37,2.512305623976115
austin,3,37,2.512305623976115
ben,3,37,2.512305623976115
defense,3,37,2.512305623976115
enforced,3,37,2.512305623976115
julian,3,37,2.512305623976115
facing,3,37,2.512305623976115
proceedings,3,37,2.512305623976115
affair,3,37,2.512305623976115
violation,3,37,2.512305623976115
well-being,3,37,2.512305623976115
inherited,3,37,2.512305623976115
120,3,37,2.512305623976115
legitimate,3,37,2.512305623976115
procedures,3,37,2.512305623976115
missing,3,37,2.512305623976115
police,3,37,2.512305623976115
manifestations,3,37,2.512305623976115
encompasses,3,37,2.512305623976115
johann,3,37,2.512305623976115
discrimination,3,37,2.512305623976115
liberals,3,37,2.512305623976115
examined,3,37,2.512305623976115
reflection,3,37,2.512305623976115
41,3,37,2.512305623976115
burden,3,37,2.512305623976115
fernando,3,37,2.512305623976115
francisco,3,37,2.512305623976115
warmer,3,37,2.512305623976115
compatible,3,37,2.512305623976115
recognizes,3,37,2.512305623976115
persuaded,3,37,2.512305623976115
anniversary,3,37,2.512305623976115
utility,3,37,2.512305623976115
phrases,3,37,2.512305623976115
neutral,3,37,2.512305623976115
cells,3,37,2.512305623976115
limit,3,37,2.512305623976115
arrival,3,37,2.512305623976115
indirectly,3,37,2.512305623976115
four-year,3,37,2.512305623976115
indicates,3,37,2.512305623976115
asian,3,37,2.512305623976115
segments,3,37,2.512305623976115
rescue,3,37,2.512305623976115
dutch,3,37,2.512305623976115
skills,3,37,2.512305623976115
unrelated,3,37,2.512305623976115
implemented,3,37,2.512305623976115
spokesman,3,37,2.512305623976115
net,3,37,2.512305623976115
deemed,3,37,2.512305623976115
rests,3,37,2.512305623976115
suitable,3,37,2.512305623976115
schooling,3,37,2.512305623976115
neighbours,3,37,2.512305623976115
survive,3,37,2.512305623976115
oscar,3,37,2.512305623976115
expose,3,37,2.512305623976115
warm,3,37,2.512305623976115
flora,3,37,2.512305623976115
involve,3,37,2.512305623976115
foods,3,37,2.512305623976115
loyalty,3,37,2.512305623976115
loyalists,3,37,2.512305623976115
capitalism,3,37,2.512305623976115
capitalist,3,37,2.512305623976115
grammar,3,37,2.512305623976115
arrested,3,37,2.512305623976115
victories,3,37,2.512305623976115
bone,3,37,2.512305623976115
trading,3,37,2.512305623976115
navy,3,37,2.512305623976115
dawn,3,37,2.512305623976115
tales,3,37,2.512305623976115
revenge,3,37,2.512305623976115
nietzsche,3,37,2.512305623976115
innocent,3,37,2.512305623976115
anxiety,3,37,2.512305623976115
enabled,3,37,2.512305623976115
palace,3,37,2.512305623976115
chest,3,37,2.512305623976115
don,3,37,2.512305623976115
competitors,3,37,2.512305623976115
supplied,3,37,2.512305623976115
absorbs,3,37,2.512305623976115
divinity,3,37,2.512305623976115
judged,3,37,2.512305623976115
perceive,3,37,2.512305623976115
testing,3,37,2.512305623976115
brazil,3,37,2.512305623976115
artificial,3,37,2.512305623976115
warrior,3,37,2.512305623976115
cousin,3,37,2.512305623976115
contribution,3,37,2.512305623976115
confronted,3,37,2.512305623976115
height,3,37,2.512305623976115
initiative,3,37,2.512305623976115
mythological,3,37,2.512305623976115
stresses,3,37,2.512305623976115
quantities,3,37,2.512305623976115
contrasted,3,37,2.512305623976115
iv,3,37,2.512305623976115
"80,000",3,37,2.512305623976115
mouse,3,37,2.512305623976115
nazi,3,37,2.512305623976115
potentially,3,37,2.512305623976115
declaring,3,37,2.512305623976115
practiced,3,37,2.512305623976115
stimuli,3,37,2.512305623976115
800,3,37,2.512305623976115
affinity,3,37,2.512305623976115
feelings,3,37,2.512305623976115
manual,3,37,2.512305623976115
theatrical,3,37,2.512305623976115
shakespeare,3,37,2.512305623976115
super,3,37,2.512305623976115
victorious,3,37,2.512305623976115
approval,3,37,2.512305623976115
traits,3,37,2.512305623976115
prevents,3,37,2.512305623976115
ship,3,37,2.512305623976115
locality,3,37,2.512305623976115
diet,3,37,2.512305623976115
reign,3,37,2.512305623976115
scholar,3,37,2.512305623976115
assume,3,37,2.512305623976115
managed,3,37,2.512305623976115
themes,3,37,2.512305623976115
suicide,3,37,2.512305623976115
bordered,3,37,2.512305623976115
telegraph,3,37,2.512305623976115
governments,3,37,2.512305623976115
excellence,3,37,2.512305623976115
metaphysical,3,37,2.512305623976115
suggestion,3,37,2.512305623976115
histories,3,37,2.512305623976115
hotels,3,37,2.512305623976115
ayn,3,37,2.512305623976115
sharing,3,37,2.512305623976115
curriculum,3,37,2.512305623976115
capturing,3,37,2.512305623976115
avoiding,3,37,2.512305623976115
soul,3,37,2.512305623976115
rays,3,37,2.512305623976115
pine,3,37,2.512305623976115
sword,3,37,2.512305623976115
ceremony,3,37,2.512305623976115
max,3,37,2.512305623976115
membership,3,37,2.512305623976115
journals,3,37,2.512305623976115
noun,3,37,2.512305623976115
'to,3,37,2.512305623976115
block,3,37,2.512305623976115
shield,3,37,2.512305623976115
monitor,3,37,2.512305623976115
mail,3,37,2.512305623976115
boats,3,37,2.512305623976115
developments,3,37,2.512305623976115
scheme,3,37,2.512305623976115
fever,3,37,2.512305623976115
elizabeth,3,37,2.512305623976115
3rd,3,37,2.512305623976115
operates,3,37,2.512305623976115
dominate,3,37,2.512305623976115
correct,3,37,2.512305623976115
americans,3,37,2.512305623976115
fast,3,37,2.512305623976115
rome,3,37,2.512305623976115
mining,3,37,2.512305623976115
protected,3,37,2.512305623976115
aragon,3,37,2.512305623976115
voices,3,37,2.512305623976115
assault,3,37,2.512305623976115
synonym,3,37,2.512305623976115
repeatedly,3,37,2.512305623976115
rating,3,37,2.512305623976115
lexicon,3,37,2.512305623976115
representatives,3,37,2.512305623976115
ranking,3,37,2.512305623976115
seas,3,37,2.512305623976115
boundaries,3,37,2.512305623976115
reading,3,37,2.512305623976115
parent,3,37,2.512305623976115
killing,3,37,2.512305623976115
strands,3,37,2.512305623976115
grants,3,37,2.512305623976115
considering,3,37,2.512305623976115
borders,3,37,2.512305623976115
mary,3,37,2.512305623976115
educated,3,37,2.512305623976115
dramatic,3,37,2.512305623976115
isolated,3,37,2.512305623976115
ongoing,3,37,2.512305623976115
philosophies,3,37,2.512305623976115
sleeping,3,37,2.512305623976115
sahara,3,37,2.512305623976115
doctor,3,37,2.512305623976115
oil,3,37,2.512305623976115
companion,3,37,2.512305623976115
politicians,3,37,2.512305623976115
heavier,3,37,2.512305623976115
pronouns,3,37,2.512305623976115
railroad,3,37,2.512305623976115
erase,3,37,2.512305623976115
extensively,3,37,2.512305623976115
particles,3,37,2.512305623976115
fitness,3,37,2.512305623976115
carlos,3,37,2.512305623976115
whites,3,37,2.512305623976115
totalitarian,3,37,2.512305623976115
exemplar,3,37,2.512305623976115
hated,3,37,2.512305623976115
examine,3,37,2.512305623976115
grasped,3,37,2.512305623976115
file,3,37,2.512305623976115
deed,3,37,2.512305623976115
amendments,3,37,2.512305623976115
personnel,3,37,2.512305623976115
"4,000",3,37,2.512305623976115
chris,3,37,2.512305623976115
resembles,3,37,2.512305623976115
colleges,3,37,2.512305623976115
dollar,3,37,2.512305623976115
dictatorship,3,37,2.512305623976115
biological,3,37,2.512305623976115
titled,3,37,2.512305623976115
titles,3,37,2.512305623976115
creatures,3,37,2.512305623976115
humorous,3,37,2.512305623976115
ranges,3,37,2.512305623976115
commercially,3,37,2.512305623976115
publisher,3,37,2.512305623976115
bible,3,37,2.512305623976115
stretching,3,37,2.512305623976115
mentions,3,37,2.512305623976115
marcel,3,37,2.512305623976115
vladimir,3,37,2.512305623976115
des,3,37,2.512305623976115
del,3,37,2.512305623976115
compare,3,37,2.512305623976115
pro,3,37,2.512305623976115
biography,3,37,2.512305623976115
advice,3,37,2.512305623976115
wave,3,37,2.512305623976115
infant,3,37,2.512305623976115
suffer,3,37,2.512305623976115
cinematic,3,37,2.512305623976115
males,3,37,2.512305623976115
socially,3,37,2.512305623976115
walls,3,37,2.512305623976115
rank,3,37,2.512305623976115
token,3,37,2.512305623976115
habits,3,37,2.512305623976115
perry,3,37,2.512305623976115
print,3,37,2.512305623976115
prophet,3,37,2.512305623976115
reinforced,3,37,2.512305623976115
wages,3,37,2.512305623976115
revive,3,37,2.512305623976115
cyclic,3,37,2.512305623976115
dogs,3,37,2.512305623976115
supposed,3,37,2.512305623976115
orders,3,37,2.512305623976115
k.,3,37,2.512305623976115
onset,3,37,2.512305623976115
commentary,3,37,2.512305623976115
province,3,37,2.512305623976115
eggs,3,37,2.512305623976115
charitable,3,37,2.512305623976115
sector,3,37,2.512305623976115
nervous,3,37,2.512305623976115
distributed,3,37,2.512305623976115
restaurants,3,37,2.512305623976115
11th,3,37,2.512305623976115
consonants,3,37,2.512305623976115
full-time,3,37,2.512305623976115
10th,3,37,2.512305623976115
reverse,3,37,2.512305623976115
restaurant,3,37,2.512305623976115
tennessee,3,37,2.512305623976115
asserted,3,37,2.512305623976115
fused,3,37,2.512305623976115
trilogy,3,37,2.512305623976115
screened,3,37,2.512305623976115
rivals,3,37,2.512305623976115
denominations,3,37,2.512305623976115
moment,3,37,2.512305623976115
consulted,3,37,2.512305623976115
1965,3,37,2.512305623976115
swiss,3,37,2.512305623976115
wage,3,37,2.512305623976115
friendship,3,37,2.512305623976115
disappointed,3,37,2.512305623976115
precipitation,3,37,2.512305623976115
valleys,3,37,2.512305623976115
strongest,3,37,2.512305623976115
integration,3,37,2.512305623976115
pollution,3,37,2.512305623976115
rejection,3,37,2.512305623976115
exploration,3,37,2.512305623976115
expedition,3,37,2.512305623976115
cure,3,37,2.512305623976115
reputation,3,37,2.512305623976115
heir,3,37,2.512305623976115
prepared,3,37,2.512305623976115
desert,3,37,2.512305623976115
rallied,3,37,2.512305623976115
vehicles,3,37,2.512305623976115
d.,3,37,2.512305623976115
sanctuary,3,37,2.512305623976115
masculine,3,37,2.512305623976115
atlas,3,37,2.512305623976115
severely,3,37,2.512305623976115
optics,3,37,2.512305623976115
doctrines,3,37,2.512305623976115
1905,3,37,2.512305623976115
39,3,37,2.512305623976115
formulated,3,37,2.512305623976115
train,3,37,2.512305623976115
iii,3,37,2.512305623976115
reconstructed,3,37,2.512305623976115
reserves,3,37,2.512305623976115
bones,3,37,2.512305623976115
noises,3,37,2.512305623976115
winners,3,37,2.512305623976115
autobiography,3,37,2.512305623976115
struggles,3,37,2.512305623976115
horns,3,37,2.512305623976115
le,3,37,2.512305623976115
operator,3,37,2.512305623976115
warned,3,37,2.512305623976115
sin,3,37,2.512305623976115
identifies,3,37,2.512305623976115
circular,3,37,2.512305623976115
interaction,3,37,2.512305623976115
cured,3,37,2.512305623976115
explanations,3,37,2.512305623976115
retain,3,37,2.512305623976115
successor,3,37,2.512305623976115
facilitate,3,37,2.512305623976115
reaches,3,37,2.512305623976115
improvements,3,37,2.512305623976115
reliable,3,37,2.512305623976115
acquire,3,37,2.512305623976115
shall,3,37,2.512305623976115
loved,3,37,2.512305623976115
popularised,3,37,2.512305623976115
abolished,3,37,2.512305623976115
tide,3,37,2.512305623976115
copied,3,37,2.512305623976115
payment,3,37,2.512305623976115
capita,3,37,2.512305623976115
mice,3,37,2.512305623976115
communism,3,37,2.512305623976115
controls,3,37,2.512305623976115
whilst,3,37,2.512305623976115
exists,3,37,2.512305623976115
routine,3,37,2.512305623976115
pouring,3,37,2.512305623976115
proposal,3,37,2.512305623976115
homer,3,37,2.512305623976115
arrangements,3,37,2.512305623976115
neural,3,37,2.512305623976115
stored,3,37,2.512305623976115
seats,3,37,2.512305623976115
lake,3,37,2.512305623976115
citizen,3,37,2.512305623976115
soft,3,37,2.512305623976115
lieutenant,3,37,2.512305623976115
a.,3,37,2.512305623976115
15th,3,37,2.512305623976115
tomb,3,37,2.512305623976115
rendered,3,37,2.512305623976115
functional,3,37,2.512305623976115
700,3,37,2.512305623976115
plague,3,37,2.512305623976115
dozens,3,37,2.512305623976115
periods,3,37,2.512305623976115
commentators,3,37,2.512305623976115
shooting,3,37,2.512305623976115
42,3,37,2.512305623976115
adam,3,37,2.512305623976115
christians,3,37,2.512305623976115
comparatively,3,37,2.512305623976115
facilities,3,37,2.512305623976115
assembled,3,37,2.512305623976115
poorly,3,37,2.512305623976115
producing,3,37,2.512305623976115
enjoy,3,37,2.512305623976115
applies,3,37,2.512305623976115
studio,3,37,2.512305623976115
saint,3,37,2.512305623976115
abolition,3,37,2.512305623976115
punishment,3,37,2.512305623976115
grief,3,37,2.512305623976115
arms,3,37,2.512305623976115
estate,3,37,2.512305623976115
diminished,3,37,2.512305623976115
discovery,3,37,2.512305623976115
attract,3,37,2.512305623976115
accusations,3,37,2.512305623976115
dialect,3,37,2.512305623976115
predicated,3,37,2.512305623976115
